PassengerId,Survived,Pclass,Sex,Age,Fare,Title_Sort_elite,Title_Sort_married,Title_Sort_not_married,Title_Sort_unknown,Familysize,Embarked_C,Embarked_Q,Embarked_S
858,1,1,1,51.0,26.55,False,False,False,True,1,False,False,True
859,1,3,0,24.0,19.2583,False,True,False,False,4,True,False,False
860,0,3,1,24.0,7.2292,False,False,False,True,1,True,False,False
861,0,3,1,41.0,14.1083,False,False,False,True,3,False,False,True
862,0,2,1,21.0,11.5,False,False,False,True,2,False,False,True
863,1,1,0,48.0,25.9292,False,True,False,False,1,False,False,True
864,0,3,0,24.0,69.55,False,False,True,False,11,False,False,True
865,0,2,1,24.0,13.0,False,False,False,True,1,False,False,True
866,1,2,0,42.0,13.0,False,True,False,False,1,False,False,True
867,1,2,0,27.0,13.8583,False,False,True,False,2,True,False,False
868,0,1,1,31.0,50.4958,False,False,False,True,1,False,False,True
869,0,3,1,24.0,9.5,False,False,False,True,1,False,False,True
870,1,3,1,4.0,11.1333,True,False,False,False,3,False,False,True
871,0,3,1,26.0,7.8958,False,False,False,True,1,False,False,True
872,1,1,0,47.0,52.5542,False,True,False,False,3,False,False,True
873,0,1,1,33.0,5.0,False,False,False,True,1,False,False,True
874,0,3,1,47.0,9.0,False,False,False,True,1,False,False,True
875,1,2,0,28.0,24.0,False,True,False,False,2,True,False,False
876,1,3,0,15.0,7.225,False,False,True,False,1,True,False,False
877,0,3,1,20.0,9.8458,False,False,False,True,1,False,False,True
878,0,3,1,19.0,7.8958,False,False,False,True,1,False,False,True
879,0,3,1,24.0,7.8958,False,False,False,True,1,False,False,True
880,1,1,0,56.0,83.1583,False,True,False,False,2,True,False,False
881,1,2,0,25.0,26.0,False,True,False,False,2,False,False,True
882,0,3,1,33.0,7.8958,False,False,False,True,1,False,False,True
883,0,3,0,22.0,10.5167,False,False,True,False,1,False,False,True
884,0,2,1,28.0,10.5,False,False,False,True,1,False,False,True
885,0,3,1,25.0,7.05,False,False,False,True,1,False,False,True
886,0,3,0,39.0,29.125,False,True,False,False,6,False,True,False
887,0,2,1,27.0,13.0,True,False,False,False,1,False,False,True
888,1,1,0,19.0,30.0,False,False,True,False,1,False,False,True
889,0,3,0,24.0,23.45,False,False,True,False,4,False,False,True
890,1,1,1,26.0,30.0,False,False,False,True,1,True,False,False
891,0,3,1,32.0,7.75,False,False,False,True,1,False,True,False
